,ticker,fiscal_year,current_liabilities,current_assets,fixed_assets,other_than_fixed_noncurrent_assets,equity,liabilities_and_equity,equity_attributable_to_parent,equity_attributable_to_noncontrolling_interest,assets,noncurrent_liabilities,liabilities,noncurrent_assets,commitments_and_contingencies,temporary_equity_attributable_to_parent,temporary_equity,redeemable_noncontrolling_interest_preferred,redeemable_noncontrolling_interest,redeemable_noncontrolling_interest_other,redeemable_noncontrolling_interest_common
0000936340:2013:FY,DTE,2013,3189000000.0,2806000000.0,15800000000.0,5535000000.0,7954000000.0,25935000000.0,7921000000.0,33000000.0,25935000000.0,7578000000.0,17981000000.0,5535000000.0,,,,,,,
0000936340:2014:FY,DTE,2014,2577000000.0,3087000000.0,16820000000.0,6198000000.0,8342000000.0,27974000000.0,8327000000.0,15000000.0,27974000000.0,8712000000.0,19632000000.0,6198000000.0,,,,,,,
0000936340:2015:FY,DTE,2015,2528000000.0,2575000000.0,18034000000.0,6192000000.0,8795000000.0,28737000000.0,8772000000.0,23000000.0,28737000000.0,8579000000.0,19942000000.0,6192000000.0,,,,,,,
0000936340:2016:FY,DTE,2016,2437000000.0,2762000000.0,19730000000.0,7276000000.0,9499000000.0,32041000000.0,9011000000.0,488000000.0,32041000000.0,8836000000.0,22542000000.0,7276000000.0,,,,,,,
0000936340:2017:FY,DTE,2017,2812000000.0,3081000000.0,20721000000.0,7168000000.0,9990000000.0,33767000000.0,9512000000.0,478000000.0,33767000000.0,8780000000.0,23777000000.0,7168000000.0,,,,,,,
0000936340:2018:FY,DTE,2018,4438000000.0,3260000000.0,21650000000.0,8010000000.0,10717000000.0,36288000000.0,10237000000.0,480000000.0,36288000000.0,8999000000.0,25571000000.0,8010000000.0,,,,,,,
0000936340:2019:FY,DTE,2019,3997000000.0,3086000000.0,25317000000.0,13479000000.0,11836000000.0,41882000000.0,11672000000.0,164000000.0,41882000000.0,26049000000.0,30046000000.0,38796000000.0,,,,,,,
0000936340:2020:FY,DTE,2020,2691000000.0,3498000000.0,27969000000.0,14029000000.0,12589000000.0,45496000000.0,12425000000.0,164000000.0,45496000000.0,30216000000.0,32907000000.0,41998000000.0,,,,,,,
0000936340:2021:FY,DTE,2021,6346000000.0,3317000000.0,26944000000.0,9458000000.0,8713000000.0,39719000000.0,8705000000.0,8000000.0,39719000000.0,24660000000.0,31006000000.0,36402000000.0,,,,,,,
0001842022:2021:FY,DTM,2021,177000000.0,360000000.0,3490000000.0,4316000000.0,4021000000.0,8166000000.0,3872000000.0,149000000.0,8166000000.0,3968000000.0,4145000000.0,7806000000.0,,,,,,,
