,ticker,fiscal_year,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities,exchange_gains_losses,net_cash_flow_from_investing_activities,net_cash_flow_from_financing_activities_continuing,net_cash_flow,net_cash_flow_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,net_cash_flow_from_investing_activities_discontinued,net_cash_flow_from_financing_activities_discontinued
0001090872:2011:FY,A,2011,1260000000.0,1294000000.0,-1693000000.0,17000000.0,1294000000.0,-1693000000.0,878000000.0,861000000.0,1260000000.0,0.0,0.0,0.0,0.0
0001090872:2012:FY,A,2012,1228000000.0,-2372000000.0,-31000000.0,-1000000.0,-2372000000.0,-31000000.0,-1176000000.0,-1175000000.0,1228000000.0,0.0,0.0,0.0,0.0
0001090872:2013:FY,A,2013,1152000000.0,-248000000.0,-554000000.0,-26000000.0,-248000000.0,-554000000.0,324000000.0,350000000.0,1152000000.0,0.0,0.0,0.0,0.0
0001090872:2014:FY,A,2014,711000000.0,-230000000.0,-97000000.0,-31000000.0,-230000000.0,-97000000.0,353000000.0,384000000.0,711000000.0,0.0,0.0,0.0,0.0
0001090872:2015:FY,A,2015,491000000.0,-400000000.0,-1068000000.0,-48000000.0,-400000000.0,-1068000000.0,-1025000000.0,-977000000.0,491000000.0,0.0,0.0,0.0,0.0
0001090872:2016:FY,A,2016,793000000.0,-238000000.0,-268000000.0,-1000000.0,-238000000.0,-268000000.0,286000000.0,287000000.0,793000000.0,0.0,0.0,0.0,0.0
0001090872:2017:FY,A,2017,889000000.0,-305000000.0,-202000000.0,7000000.0,-305000000.0,-202000000.0,389000000.0,382000000.0,889000000.0,0.0,0.0,0.0,0.0
0001090872:2018:FY,A,2018,1087000000.0,-704000000.0,-797000000.0,-17000000.0,-704000000.0,-797000000.0,-431000000.0,-414000000.0,1087000000.0,0.0,0.0,0.0,0.0
0001090872:2019:FY,A,2019,1021000000.0,-1590000000.0,-299000000.0,2000000.0,-1590000000.0,-299000000.0,-866000000.0,-868000000.0,1021000000.0,0.0,0.0,0.0,0.0
0001090872:2020:FY,A,2020,921000000.0,-147000000.0,-717000000.0,2000000.0,-147000000.0,-717000000.0,59000000.0,57000000.0,921000000.0,0.0,0.0,0.0,0.0
0001090872:2021:FY,A,2021,1485000000.0,-749000000.0,-696000000.0,3000000.0,-749000000.0,-696000000.0,43000000.0,40000000.0,1485000000.0,0.0,0.0,0.0,0.0
0001090872:2022:FY,A,2022,1312000000.0,-338000000.0,-1372000000.0,-36000000.0,-338000000.0,-1372000000.0,-434000000.0,-398000000.0,1312000000.0,0.0,0.0,0.0,0.0
0000004281:2009:FY,AA,2009,1379000000.0,-721000000.0,37000000.0,38000000.0,-721000000.0,37000000.0,719000000.0,695000000.0,1365000000.0,-14000000.0,-14000000.0,0.0,0.0
0000004281:2011:FY,AA,2011,2203000000.0,-1852000000.0,62000000.0,-7000000.0,-1852000000.0,62000000.0,396000000.0,413000000.0,2193000000.0,-10000000.0,-10000000.0,0.0,0.0
0000004281:2012:FY,AA,2012,1500000000.0,-759000000.0,-798000000.0,-18000000.0,-759000000.0,-798000000.0,-78000000.0,-57000000.0,1497000000.0,-3000000.0,-3000000.0,0.0,0.0
0000004281:2013:FY,AA,2013,1578000000.0,-1290000000.0,-679000000.0,-33000000.0,-1290000000.0,-679000000.0,-424000000.0,-391000000.0,1578000000.0,0.0,0.0,0.0,0.0
0000004281:2014:FY,AA,2014,1674000000.0,-3460000000.0,2250000000.0,-24000000.0,-3460000000.0,2250000000.0,440000000.0,464000000.0,1674000000.0,0.0,0.0,0.0,0.0
0000004281:2015:FY,AA,2015,1582000000.0,-1060000000.0,-441000000.0,-39000000.0,-1060000000.0,-441000000.0,42000000.0,81000000.0,1582000000.0,0.0,0.0,0.0,0.0
0001675149:2016:FY,AA,2016,-311000000.0,1077000000.0,-483000000.0,13000000.0,1077000000.0,-483000000.0,296000000.0,283000000.0,-311000000.0,0.0,0.0,0.0,0.0
0001675149:2017:FY,AA,2017,1224000000.0,-226000000.0,-506000000.0,13000000.0,-226000000.0,-506000000.0,505000000.0,492000000.0,1224000000.0,0.0,0.0,0.0,0.0
0001675149:2018:FY,AA,2018,448000000.0,-405000000.0,-288000000.0,-4000000.0,-405000000.0,-288000000.0,-249000000.0,-245000000.0,448000000.0,0.0,0.0,0.0,0.0
0001675149:2019:FY,AA,2019,686000000.0,-468000000.0,-444000000.0,-7000000.0,-468000000.0,-444000000.0,-233000000.0,-226000000.0,686000000.0,0.0,0.0,0.0,0.0
0001675149:2020:FY,AA,2020,394000000.0,-167000000.0,514000000.0,-14000000.0,-167000000.0,514000000.0,727000000.0,741000000.0,394000000.0,0.0,0.0,0.0,0.0
0001675149:2021:FY,AA,2021,920000000.0,565000000.0,-1158000000.0,-13000000.0,565000000.0,-1158000000.0,314000000.0,327000000.0,920000000.0,0.0,0.0,0.0,0.0
0001422142:2021:FY,AADI,2021,-22423000.0,25153000.0,141804000.0,0.0,25153000.0,141804000.0,144534000.0,144534000.0,-22423000.0,0.0,0.0,0.0,0.0
0000006201:2013:FY,AAL,2013,675000000.0,-3814000000.0,3799000000.0,0.0,-3814000000.0,3799000000.0,660000000.0,660000000.0,675000000.0,0.0,0.0,0.0,0.0
0000006201:2014:FY,AAL,2014,3080000000.0,-2911000000.0,-315000000.0,0.0,-2911000000.0,-315000000.0,-146000000.0,-146000000.0,3080000000.0,0.0,0.0,0.0,0.0
0000006201:2015:FY,AAL,2015,6249000000.0,-5594000000.0,-1259000000.0,0.0,-5594000000.0,-1259000000.0,-604000000.0,-604000000.0,6249000000.0,0.0,0.0,0.0,0.0
0000006201:2016:FY,AAL,2016,6524000000.0,-5698000000.0,-894000000.0,0.0,-5698000000.0,-894000000.0,-68000000.0,-68000000.0,6524000000.0,0.0,0.0,0.0,0.0
0000006201:2017:FY,AAL,2017,4744000000.0,-3626000000.0,-1145000000.0,0.0,-3626000000.0,-1145000000.0,-27000000.0,-27000000.0,4744000000.0,0.0,0.0,0.0,0.0
0000006201:2018:FY,AAL,2018,3533000000.0,-1973000000.0,-1672000000.0,0.0,-1973000000.0,-1672000000.0,-112000000.0,-112000000.0,3533000000.0,0.0,0.0,0.0,0.0
0000006201:2019:FY,AAL,2019,3815000000.0,-2243000000.0,-1568000000.0,0.0,-2243000000.0,-1568000000.0,4000000.0,4000000.0,3815000000.0,0.0,0.0,0.0,0.0
0000006201:2020:FY,AAL,2020,-6543000000.0,-4342000000.0,10994000000.0,0.0,-4342000000.0,10994000000.0,109000000.0,109000000.0,-6543000000.0,0.0,0.0,0.0,0.0
0000006201:2021:FY,AAL,2021,704000000.0,-5983000000.0,5288000000.0,0.0,-5983000000.0,5288000000.0,9000000.0,9000000.0,704000000.0,0.0,0.0,0.0,0.0
0000706688:2010:FY,AAN,2010,49261000.0,-44103000.0,-42821000.0,0.0,-44103000.0,-42821000.0,-37663000.0,-37663000.0,49261000.0,0.0,0.0,0.0,0.0
0000706688:2011:FY,AAN,2011,307195000.0,-191074000.0,-11886000.0,0.0,-191074000.0,-11886000.0,104235000.0,104235000.0,307195000.0,0.0,0.0,0.0,0.0
0000706688:2012:FY,AAN,2012,59754000.0,-75965000.0,-30512000.0,0.0,-75965000.0,-30512000.0,-46723000.0,-46723000.0,59754000.0,0.0,0.0,0.0,0.0
0000706688:2013:FY,AAN,2013,308437000.0,-86954000.0,-119926000.0,0.0,-86954000.0,-119926000.0,101557000.0,101557000.0,308437000.0,0.0,0.0,0.0,0.0
0000706688:2014:FY,AAN,2014,-48962000.0,-635524000.0,456944000.0,0.0,-635524000.0,456944000.0,-227542000.0,-227542000.0,-48962000.0,0.0,0.0,0.0,0.0
0000706688:2015:FY,AAN,2015,166761000.0,-108850000.0,-46518000.0,0.0,-108850000.0,-46518000.0,11393000.0,11393000.0,166761000.0,0.0,0.0,0.0,0.0
0000706688:2016:FY,AAN,2016,465444000.0,-20081000.0,-151871000.0,127000.0,-20081000.0,-151871000.0,293619000.0,293492000.0,465444000.0,0.0,0.0,0.0,0.0
0000706688:2017:FY,AAN,2017,159135000.0,-205337000.0,-211397000.0,75000.0,-205337000.0,-211397000.0,-257524000.0,-257599000.0,159135000.0,0.0,0.0,0.0,0.0
0000706688:2018:FY,AAN,2018,356498000.0,-263133000.0,-128968000.0,-156000.0,-263133000.0,-128968000.0,-35759000.0,-35603000.0,356498000.0,0.0,0.0,0.0,0.0
0000706688:2019:FY,AAN,2019,317185000.0,-106276000.0,-168552000.0,120000.0,-106276000.0,-168552000.0,42477000.0,42357000.0,317185000.0,0.0,0.0,0.0,0.0
0001821393:2020:FY,AAN,2020,355769000.0,-75041000.0,-253411000.0,33000.0,-75041000.0,-253411000.0,27350000.0,27317000.0,355769000.0,0.0,0.0,0.0,0.0
0001821393:2021:FY,AAN,2021,136040000.0,-85375000.0,-103951000.0,-5000.0,-85375000.0,-103951000.0,-53291000.0,-53286000.0,136040000.0,0.0,0.0,0.0,0.0
0000824142:2011:FY,AAON,2011,26484000.0,-24538000.0,-4326000.0,0.0,-24538000.0,-4326000.0,-2380000.0,-2380000.0,26484000.0,0.0,0.0,0.0,0.0
0000824142:2012:FY,AAON,2012,51167000.0,-30335000.0,-17686000.0,0.0,-30335000.0,-17686000.0,3146000.0,3146000.0,51167000.0,0.0,0.0,0.0,0.0
0000824142:2013:FY,AAON,2013,53592000.0,-31326000.0,-13340000.0,0.0,-31326000.0,-13340000.0,8926000.0,8926000.0,53592000.0,0.0,0.0,0.0,0.0
0000824142:2014:FY,AAON,2014,52279000.0,-6029000.0,-36383000.0,0.0,-6029000.0,-36383000.0,9867000.0,9867000.0,52279000.0,0.0,0.0,0.0,0.0
0000824142:2015:FY,AAON,2015,52910000.0,-23194000.0,-43760000.0,0.0,-23194000.0,-43760000.0,-14044000.0,-14044000.0,52910000.0,0.0,0.0,0.0,0.0
0000824142:2016:FY,AAON,2016,63923000.0,-16925000.0,-30753000.0,0.0,-16925000.0,-30753000.0,16245000.0,16245000.0,63923000.0,0.0,0.0,0.0,0.0
0000824142:2017:FY,AAON,2017,57994000.0,-31052000.0,-29638000.0,0.0,-31052000.0,-29638000.0,-2696000.0,-2696000.0,57994000.0,0.0,0.0,0.0,0.0
0000824142:2018:FY,AAON,2018,54856000.0,-34635000.0,-39684000.0,0.0,-34635000.0,-39684000.0,-19463000.0,-19463000.0,54856000.0,0.0,0.0,0.0,0.0
0000824142:2019:FY,AAON,2019,97925000.0,-37046000.0,-18500000.0,0.0,-37046000.0,-18500000.0,42379000.0,42379000.0,97925000.0,0.0,0.0,0.0,0.0
0000824142:2020:FY,AAON,2020,128814000.0,-61273000.0,-29626000.0,0.0,-61273000.0,-29626000.0,37915000.0,37915000.0,128814000.0,0.0,0.0,0.0,0.0
0000824142:2021:FY,AAON,2021,61183000.0,-158719000.0,18735000.0,0.0,-158719000.0,18735000.0,-78801000.0,-78801000.0,61183000.0,0.0,0.0,0.0,0.0
0001158449:2011:FY,AAP,2011,828849000.0,-289974000.0,-540183000.0,0.0,-289974000.0,-540183000.0,-1308000.0,-1308000.0,828849000.0,0.0,0.0,0.0,0.0
0001158449:2012:FY,AAP,2012,685281000.0,-272978000.0,127907000.0,0.0,-272978000.0,127907000.0,540210000.0,540210000.0,685281000.0,0.0,0.0,0.0,0.0
0001158449:2014:FY,AAP,2014,708991000.0,-2288237000.0,575911000.0,-4465000.0,-2288237000.0,575911000.0,-1007800000.0,-1003335000.0,708991000.0,0.0,0.0,0.0,0.0
0001158449:2016:FY,AAP,2016,500874000.0,-262044000.0,-194691000.0,257000.0,-262044000.0,-194691000.0,44396000.0,44139000.0,500874000.0,0.0,0.0,0.0,0.0
0001158449:2017:FY,AAP,2017,600805000.0,-178639000.0,-14872000.0,4465000.0,-178639000.0,-14872000.0,411759000.0,407294000.0,600805000.0,0.0,0.0,0.0,0.0
0001158449:2018:FY,AAP,2018,811028000.0,-191827000.0,-263915000.0,-5696000.0,-191827000.0,-263915000.0,349590000.0,355286000.0,811028000.0,0.0,0.0,0.0,0.0
0001158449:2019:FY,AAP,2019,866909000.0,-462939000.0,-882153000.0,321000.0,-462939000.0,-882153000.0,-477862000.0,-478183000.0,866909000.0,0.0,0.0,0.0,0.0
0001158449:2020:FY,AAP,2020,969688000.0,-266897000.0,-285997000.0,-467000.0,-266897000.0,-285997000.0,416327000.0,416794000.0,969688000.0,0.0,0.0,0.0,0.0
0000320193:2009:FY,AAPL,2009,10159000000.0,-17434000000.0,663000000.0,0.0,-17434000000.0,663000000.0,-6612000000.0,-6612000000.0,10159000000.0,0.0,0.0,0.0,0.0
0000320193:2010:FY,AAPL,2010,18595000000.0,-13854000000.0,1257000000.0,0.0,-13854000000.0,1257000000.0,5998000000.0,5998000000.0,18595000000.0,0.0,0.0,0.0,0.0
0000320193:2011:FY,AAPL,2011,37529000000.0,-40419000000.0,1444000000.0,0.0,-40419000000.0,1444000000.0,-1446000000.0,-1446000000.0,37529000000.0,0.0,0.0,0.0,0.0
0000320193:2012:FY,AAPL,2012,50856000000.0,-48227000000.0,-1698000000.0,0.0,-48227000000.0,-1698000000.0,931000000.0,931000000.0,50856000000.0,0.0,0.0,0.0,0.0
0000320193:2013:FY,AAPL,2013,53666000000.0,-33774000000.0,-16379000000.0,0.0,-33774000000.0,-16379000000.0,3513000000.0,3513000000.0,53666000000.0,0.0,0.0,0.0,0.0
0000320193:2014:FY,AAPL,2014,59713000000.0,-22579000000.0,-37549000000.0,0.0,-22579000000.0,-37549000000.0,-415000000.0,-415000000.0,59713000000.0,0.0,0.0,0.0,0.0
0000320193:2015:FY,AAPL,2015,81266000000.0,-56274000000.0,-17716000000.0,0.0,-56274000000.0,-17716000000.0,7276000000.0,7276000000.0,81266000000.0,0.0,0.0,0.0,0.0
0000320193:2016:FY,AAPL,2016,65824000000.0,-45977000000.0,-20483000000.0,0.0,-45977000000.0,-20483000000.0,-636000000.0,-636000000.0,65824000000.0,0.0,0.0,0.0,0.0
0000320193:2017:FY,AAPL,2017,63598000000.0,-46446000000.0,-17347000000.0,0.0,-46446000000.0,-17347000000.0,-195000000.0,-195000000.0,63598000000.0,0.0,0.0,0.0,0.0
0000320193:2018:FY,AAPL,2018,77434000000.0,16066000000.0,-87876000000.0,0.0,16066000000.0,-87876000000.0,5624000000.0,5624000000.0,77434000000.0,0.0,0.0,0.0,0.0
0000320193:2019:FY,AAPL,2019,69391000000.0,45896000000.0,-90976000000.0,0.0,45896000000.0,-90976000000.0,24311000000.0,24311000000.0,69391000000.0,0.0,0.0,0.0,0.0
0000320193:2020:FY,AAPL,2020,80674000000.0,-4289000000.0,-86820000000.0,0.0,-4289000000.0,-86820000000.0,-10435000000.0,-10435000000.0,80674000000.0,0.0,0.0,0.0,0.0
0000320193:2021:FY,AAPL,2021,104038000000.0,-14545000000.0,-93353000000.0,0.0,-14545000000.0,-93353000000.0,-3860000000.0,-3860000000.0,104038000000.0,0.0,0.0,0.0,0.0
0000320193:2022:FY,AAPL,2022,122151000000.0,-22354000000.0,-110749000000.0,0.0,-22354000000.0,-110749000000.0,-10952000000.0,-10952000000.0,122151000000.0,0.0,0.0,0.0,0.0
0001500217:2011:FY,AAT,2011,63627000.0,-261767000.0,237095000.0,0.0,-231689000.0,237095000.0,70770000.0,38955000.0,65364000.0,1737000.0,31815000.0,30078000.0,0.0
0001500217:2012:FY,AAT,2012,75563000.0,-281896000.0,48106000.0,0.0,-194295000.0,48106000.0,-70244000.0,-158227000.0,75945000.0,382000.0,87983000.0,87601000.0,0.0
0001500217:2013:FY,AAT,2013,92734000.0,-58254000.0,-27972000.0,0.0,-58254000.0,-27972000.0,6508000.0,6508000.0,92734000.0,0.0,0.0,0.0,0.0
0001500217:2014:FY,AAT,2014,105611000.0,-152840000.0,57599000.0,0.0,-152840000.0,57599000.0,10370000.0,10370000.0,105611000.0,0.0,0.0,0.0,0.0
0001500217:2015:FY,AAT,2015,110724000.0,-127269000.0,-2887000.0,0.0,-127269000.0,-2887000.0,-19432000.0,-19432000.0,110724000.0,0.0,0.0,0.0,0.0
0001500217:2016:FY,AAT,2016,122663000.0,-63514000.0,-54273000.0,0.0,-63514000.0,-54273000.0,4876000.0,4876000.0,122663000.0,0.0,0.0,0.0,0.0
0001500217:2017:FY,AAT,2017,145853000.0,-330564000.0,221914000.0,0.0,-330564000.0,221914000.0,37203000.0,37203000.0,145853000.0,0.0,0.0,0.0,0.0
0001500217:2018:FY,AAT,2018,136507000.0,-64347000.0,-106842000.0,0.0,-64347000.0,-106842000.0,-34682000.0,-34682000.0,136507000.0,0.0,0.0,0.0,0.0
0001500217:2019:FY,AAT,2019,153816000.0,-599183000.0,497546000.0,0.0,-599183000.0,497546000.0,52179000.0,52179000.0,153816000.0,0.0,0.0,0.0,0.0
0001500217:2020:FY,AAT,2020,126985000.0,-69077000.0,-28310000.0,0.0,-69077000.0,-28310000.0,29598000.0,29598000.0,126985000.0,0.0,0.0,0.0,0.0
0001500217:2021:FY,AAT,2021,168329000.0,-312278000.0,144424000.0,0.0,-312278000.0,144424000.0,475000.0,475000.0,168329000.0,0.0,0.0,0.0,0.0
0001135185:2011:FY,AAWW,2011,142958000.0,-793997000.0,249298000.0,0.0,-793997000.0,249298000.0,-401741000.0,-401741000.0,142958000.0,0.0,0.0,0.0,0.0
0001135185:2012:FY,AAWW,2012,258497000.0,-547837000.0,511992000.0,0.0,-547837000.0,511992000.0,222652000.0,222652000.0,258497000.0,0.0,0.0,0.0,0.0
0001135185:2013:FY,AAWW,2013,305000000.0,-589980000.0,197033000.0,0.0,-589980000.0,197033000.0,-87947000.0,-87947000.0,305000000.0,0.0,0.0,0.0,0.0
0001135185:2014:FY,AAWW,2014,273145000.0,-548381000.0,252021000.0,0.0,-548381000.0,252021000.0,-23215000.0,-23215000.0,273145000.0,0.0,0.0,0.0,0.0
0001135185:2015:FY,AAWW,2015,372887000.0,-165045000.0,-80493000.0,0.0,-165045000.0,-80493000.0,127349000.0,127349000.0,372887000.0,0.0,0.0,0.0,0.0
0001135185:2016:FY,AAWW,2016,232182000.0,-457388000.0,-75475000.0,0.0,-457388000.0,-75475000.0,-300681000.0,-300681000.0,232182000.0,0.0,0.0,0.0,0.0
0001135185:2017:FY,AAWW,2017,331719000.0,-541557000.0,363452000.0,0.0,-541557000.0,363452000.0,153614000.0,153614000.0,331719000.0,0.0,0.0,0.0,0.0
0001135185:2018:FY,AAWW,2018,425580000.0,-701262000.0,216559000.0,0.0,-701262000.0,216559000.0,-59123000.0,-59123000.0,425580000.0,0.0,0.0,0.0,0.0
0001135185:2019:FY,AAWW,2019,300344000.0,-285761000.0,-133894000.0,0.0,-285761000.0,-133894000.0,-119311000.0,-119311000.0,300344000.0,0.0,0.0,0.0,0.0
0001135185:2020:FY,AAWW,2020,1009542000.0,-145288000.0,-121403000.0,0.0,-145288000.0,-121403000.0,742851000.0,742851000.0,1009542000.0,0.0,0.0,0.0,0.0
0001135185:2021:FY,AAWW,2021,922984000.0,-493395000.0,-364853000.0,0.0,-493395000.0,-364853000.0,64736000.0,64736000.0,922984000.0,0.0,0.0,0.0,0.0
0001551152:2013:FY,ABBV,2013,6267000000.0,879000000.0,-3442000000.0,-10000000.0,879000000.0,-3442000000.0,3684000000.0,3694000000.0,6267000000.0,0.0,0.0,0.0,0.0
0001551152:2014:FY,ABBV,2014,3549000000.0,-926000000.0,-3293000000.0,-577000000.0,-926000000.0,-3293000000.0,-1824000000.0,-1247000000.0,3549000000.0,0.0,0.0,0.0,0.0
0001551152:2015:FY,ABBV,2015,7535000000.0,-12936000000.0,5752000000.0,-300000000.0,-12936000000.0,5752000000.0,51000000.0,351000000.0,7535000000.0,0.0,0.0,0.0,0.0
0001551152:2016:FY,ABBV,2016,7041000000.0,-6074000000.0,-3928000000.0,-338000000.0,-6074000000.0,-3928000000.0,-3299000000.0,-2961000000.0,7041000000.0,0.0,0.0,0.0,0.0
0001551152:2017:FY,ABBV,2017,9960000000.0,-274000000.0,-5512000000.0,29000000.0,-274000000.0,-5512000000.0,4203000000.0,4174000000.0,9960000000.0,0.0,0.0,0.0,0.0
0001551152:2018:FY,ABBV,2018,13427000000.0,-1006000000.0,-14396000000.0,-39000000.0,-1006000000.0,-14396000000.0,-2014000000.0,-1975000000.0,13427000000.0,0.0,0.0,0.0,0.0
0001551152:2019:FY,ABBV,2019,13324000000.0,596000000.0,18708000000.0,7000000.0,596000000.0,18708000000.0,32635000000.0,32628000000.0,13324000000.0,0.0,0.0,0.0,0.0
0001551152:2020:FY,ABBV,2020,17588000000.0,-37557000000.0,-11501000000.0,-5000000.0,-37557000000.0,-11501000000.0,-31475000000.0,-31470000000.0,17588000000.0,0.0,0.0,0.0,0.0
0001551152:2021:FY,ABBV,2021,22777000000.0,-2344000000.0,-19039000000.0,-97000000.0,-2344000000.0,-19039000000.0,1297000000.0,1394000000.0,22777000000.0,0.0,0.0,0.0,0.0
0001140859:2009:FY,ABC,2009,790996000.0,-147211000.0,-504160000.0,0.0,-148349000.0,-504160000.0,131254000.0,139625000.0,783763000.0,-7233000.0,-8371000.0,-1138000.0,0.0
0001140859:2011:FY,ABC,2011,1167948000.0,-212418000.0,-787722000.0,0.0,-212418000.0,-787722000.0,167808000.0,167808000.0,1167948000.0,0.0,0.0,0.0,0.0
0001140859:2012:FY,ABC,2012,1270542000.0,-939688000.0,-1116882000.0,0.0,-947949000.0,-1116882000.0,-759382000.0,-786028000.0,1305449000.0,34907000.0,26646000.0,-8261000.0,0.0
0001140859:2013:FY,ABC,2013,701988000.0,128932000.0,-740987000.0,0.0,117260000.0,-690449000.0,164398000.0,140471000.0,788125000.0,86137000.0,23927000.0,-11672000.0,-50538000.0
0001140859:2014:FY,ABC,2014,1470699000.0,-384155000.0,-501491000.0,0.0,-384155000.0,-501491000.0,577507000.0,585053000.0,1463153000.0,-7546000.0,-7546000.0,0.0,0.0
0001140859:2015:FY,ABC,2015,3920379000.0,-2931165000.0,-630285000.0,0.0,-2931165000.0,-630285000.0,358929000.0,358929000.0,3920379000.0,0.0,0.0,0.0,0.0
0001140859:2016:FY,ABC,2016,3178497000.0,-3169179000.0,565072000.0,0.0,-3169179000.0,565072000.0,574390000.0,574390000.0,3178497000.0,0.0,0.0,0.0,0.0
0001140859:2017:FY,ABC,2017,1504138000.0,-498041000.0,-1312814000.0,0.0,-498041000.0,-1312814000.0,-306717000.0,-306717000.0,1504138000.0,0.0,0.0,0.0,0.0
0001140859:2018:FY,ABC,2018,1411388000.0,-1111114000.0,-242873000.0,0.0,-1111114000.0,-242873000.0,57401000.0,57401000.0,1411388000.0,0.0,0.0,0.0,0.0
0001140859:2019:FY,ABC,2019,2344023000.0,-375832000.0,-1086513000.0,0.0,-375832000.0,-1086513000.0,881678000.0,881678000.0,2344023000.0,0.0,0.0,0.0,0.0
0001140859:2020:FY,ABC,2020,2207040000.0,-379871000.0,-603617000.0,0.0,-379871000.0,-603617000.0,1223552000.0,1223552000.0,2207040000.0,0.0,0.0,0.0,0.0
0001140859:2021:FY,ABC,2021,2666586000.0,-6141577000.0,1952849000.0,0.0,-6141577000.0,1952849000.0,-1522142000.0,-1522142000.0,2666586000.0,0.0,0.0,0.0,0.0
0001140859:2022:FY,ABC,2022,2703088000.0,-368437000.0,-1752780000.0,0.0,-368437000.0,-1752780000.0,581871000.0,581871000.0,2703088000.0,0.0,0.0,0.0,0.0
0000351569:2011:FY,ABCB,2011,46166000.0,278505000.0,-333469000.0,0.0,278505000.0,-333469000.0,-8798000.0,-8798000.0,46166000.0,0.0,0.0,0.0,0.0
0000351569:2012:FY,ABCB,2012,32239000.0,414549000.0,-432060000.0,0.0,414549000.0,-432060000.0,14728000.0,14728000.0,32239000.0,0.0,0.0,0.0,0.0
0000351569:2013:FY,ABCB,2013,33637000.0,40158000.0,-91096000.0,0.0,40158000.0,-91096000.0,-17301000.0,-17301000.0,33637000.0,0.0,0.0,0.0,0.0
0000351569:2014:FY,ABCB,2014,-5596000.0,143831000.0,-123154000.0,0.0,143831000.0,-123154000.0,15081000.0,15081000.0,-5596000.0,0.0,0.0,0.0,0.0
0000351569:2015:FY,ABCB,2015,-25223000.0,-167860000.0,413287000.0,0.0,-167860000.0,413287000.0,220204000.0,220204000.0,-25223000.0,0.0,0.0,0.0,0.0
0000351569:2016:FY,ABCB,2016,-69767000.0,-802865000.0,680454000.0,0.0,-802865000.0,680454000.0,-192178000.0,-192178000.0,-69767000.0,0.0,0.0,0.0,0.0
0000351569:2017:FY,ABCB,2017,-62562000.0,-666907000.0,861742000.0,0.0,-666907000.0,861742000.0,132273000.0,132273000.0,-62562000.0,0.0,0.0,0.0,0.0
0000351569:2018:FY,ABCB,2018,-108803000.0,-53314000.0,510986000.0,0.0,-53314000.0,510986000.0,348869000.0,348869000.0,-108803000.0,0.0,0.0,0.0,0.0
0000351569:2019:FY,ABCB,2019,-940211000.0,-487087000.0,1369620000.0,0.0,-487087000.0,1369620000.0,-57678000.0,-57678000.0,-940211000.0,0.0,0.0,0.0,0.0
0000351569:2020:FY,ABCB,2020,798396000.0,-1200726000.0,1897787000.0,0.0,-1200726000.0,1897787000.0,1495457000.0,1495457000.0,798396000.0,0.0,0.0,0.0,0.0
0000351569:2021:FY,ABCB,2021,9140000.0,-420984000.0,2359195000.0,0.0,-420984000.0,2359195000.0,1947351000.0,1947351000.0,9140000.0,0.0,0.0,0.0,0.0
0001703057:2021:FY,ABCL,2021,244584000.0,-332247000.0,-3886000.0,-1425000.0,-332247000.0,-3886000.0,-92974000.0,-91549000.0,244584000.0,0.0,0.0,0.0,0.0
0001144980:2011:FY,ABG,2011,-181100000.0,34300000.0,136900000.0,0.0,34300000.0,136900000.0,-9900000.0,-9900000.0,-181100000.0,0.0,0.0,0.0,0.0
0001144980:2012:FY,ABG,2012,-20700000.0,-113500000.0,129000000.0,0.0,-113500000.0,129000000.0,-5200000.0,-5200000.0,-20700000.0,0.0,0.0,0.0,0.0
0001144980:2013:FY,ABG,2013,50700000.0,-125500000.0,74000000.0,0.0,-125500000.0,74000000.0,-800000.0,-800000.0,50700000.0,0.0,0.0,0.0,0.0
0001144980:2014:FY,ABG,2014,84200000.0,-230800000.0,144100000.0,0.0,-230800000.0,144100000.0,-2500000.0,-2500000.0,84200000.0,0.0,0.0,0.0,0.0
0001144980:2015:FY,ABG,2015,155400000.0,-61900000.0,-93600000.0,0.0,-61900000.0,-93600000.0,-100000.0,-100000.0,155400000.0,0.0,0.0,0.0,0.0
0001144980:2016:FY,ABG,2016,142300000.0,4900000.0,-146600000.0,0.0,4900000.0,-146600000.0,600000.0,600000.0,142300000.0,0.0,0.0,0.0,0.0
0001144980:2017:FY,ABG,2017,266300000.0,-127800000.0,-137200000.0,0.0,-127800000.0,-137200000.0,1300000.0,1300000.0,266300000.0,0.0,0.0,0.0,0.0
0001144980:2018:FY,ABG,2018,10100000.0,-149600000.0,143100000.0,0.0,-149600000.0,143100000.0,3600000.0,3600000.0,10100000.0,0.0,0.0,0.0,0.0
0001144980:2019:FY,ABG,2019,349800000.0,-227600000.0,-127000000.0,0.0,-227600000.0,-127000000.0,-4800000.0,-4800000.0,349800000.0,0.0,0.0,0.0,0.0
0001144980:2020:FY,ABG,2020,652500000.0,-820800000.0,166200000.0,0.0,-820800000.0,166200000.0,-2100000.0,-2100000.0,652500000.0,0.0,0.0,0.0,0.0
0001144980:2021:FY,ABG,2021,1163700000.0,-3917000000.0,2930800000.0,0.0,-3917000000.0,2930800000.0,177500000.0,177500000.0,1163700000.0,0.0,0.0,0.0,0.0
